Iteration,Moth 1 Distance,Moth 2 Distance,Moth 3 Distance,Moth 4 Distance,Moth 5 Distance,Moth 6 Distance,Moth 7 Distance,Moth 8 Distance,Moth 9 Distance,Moth 10 Distance,Moth 11 Distance,Moth 12 Distance,Moth 13 Distance,Moth 14 Distance,Moth 15 Distance,Moth 16 Distance,Moth 17 Distance,Moth 18 Distance
450,4213.35,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4213.35,2656.99,2656.99,2656.99,4213.35,4213.35
451,4302.3,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4302.3,2656.99,2656.99,2656.99,4302.3,4302.3
452,4302.3,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4302.3,2656.99,2656.99,2656.99,4302.3,4302.3
453,4213.35,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4213.35,2656.99,2656.99,2656.99,4213.35,4213.35
454,4302.3,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4302.3,2656.99,2656.99,2656.99,4302.3,4302.3
455,4302.3,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4302.3,2656.99,2656.99,2656.99,4302.3,4302.3
456,4213.35,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,4213.35,2656.99,2656.99,2656.99,4213.35,4213.35
457,3765.74,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,3765.74,2656.99,2656.99,2656.99,3765.74,3765.74
458,3765.74,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,3765.74,2656.99,2656.99,2656.99,3765.74,3765.74
459,3900.63,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,3900.63,2656.99,2656.99,2656.99,3900.63,3900.63
460,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
461,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
462,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
463,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
464,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
465,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
466,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
467,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
468,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
469,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
470,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
471,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
472,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
473,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
474,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
475,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
476,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
477,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
478,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
479,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
480,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
481,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
482,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
483,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
484,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
485,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
486,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
487,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
488,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
489,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
490,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
491,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
492,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
493,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
494,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
495,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
496,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
497,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
498,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
499,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
500,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
501,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
502,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
503,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
504,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
505,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
506,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
507,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
508,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
509,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
510,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
511,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
512,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
513,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
514,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
515,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
516,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
517,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
518,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
519,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
520,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
521,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
522,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
523,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
524,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
525,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
526,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
527,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
528,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
529,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
530,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
531,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
532,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
533,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
534,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
535,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
536,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
537,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
538,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
539,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
540,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
541,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
542,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
543,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
544,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
545,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
546,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
547,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
548,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
549,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
550,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
551,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
552,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
553,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
554,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
555,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
556,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
557,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
558,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
559,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
560,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
561,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
562,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
563,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
564,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
565,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
566,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
567,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
568,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
569,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
570,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
571,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
572,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
573,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
574,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
575,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
576,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
577,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
578,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
579,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
580,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
581,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
582,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
583,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
584,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
585,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
586,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
587,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
588,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
589,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
590,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
591,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
592,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
593,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
594,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
595,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
596,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
597,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
598,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
599,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
