Iteration,Moth 1 Distance,Moth 2 Distance,Moth 3 Distance,Moth 4 Distance,Moth 5 Distance,Moth 6 Distance,Moth 7 Distance,Moth 8 Distance,Moth 9 Distance,Moth 10 Distance,Moth 11 Distance,Moth 12 Distance,Moth 13 Distance,Moth 14 Distance,Moth 15 Distance,Moth 16 Distance,Moth 17 Distance,Moth 18 Distance
1031,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1032,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1033,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1034,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1035,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1036,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1037,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1038,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1039,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1040,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1041,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1042,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1043,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1044,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1045,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1046,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1047,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1048,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1049,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1050,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1051,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1052,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1053,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1054,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1055,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1056,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1057,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1058,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1059,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1060,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1061,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1062,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1063,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1064,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1065,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1066,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1067,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1068,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1069,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1070,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1071,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1072,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1073,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1074,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1075,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1076,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1077,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1078,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1079,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1080,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1081,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1082,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1083,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1084,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1085,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1086,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1087,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1088,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1089,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1090,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1091,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1092,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1093,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1094,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1095,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1096,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1097,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1098,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1099,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1100,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1101,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1102,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1103,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1104,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1105,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1106,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1107,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1108,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1109,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1110,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1111,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1112,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1113,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1114,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1115,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1116,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1117,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1118,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1119,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1120,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1121,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1122,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1123,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1124,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1125,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1126,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1127,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1128,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1129,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1130,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1131,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1132,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1133,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1134,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1135,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1136,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1137,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1138,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1139,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1140,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1141,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1142,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1143,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1144,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1145,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1146,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1147,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1148,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1149,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1150,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1151,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1152,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1153,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1154,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1155,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1156,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1157,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1158,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1159,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1160,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1161,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1162,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1163,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1164,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1165,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1166,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1167,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1168,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1169,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1170,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1171,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1172,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1173,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1174,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1175,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1176,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1177,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
1178,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99,2656.99
